Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent
INVT002855,PO002855,P0260,WH010,23-02-2025,372,942,790,524,341,72,15154268.64,Normal,1.81
INVT002856,PO002856,P0065,WH009,10-02-2026,1204,374,443,1135,390,19,46321937.8,Normal,4.24
INVT002857,PO002857,P0042,WH005,03-07-2025,279,694,612,361,131,24,24682988.73,Normal,1.55
INVT002858,PO002858,P0260,WH010,10-07-2025,785,279,175,889,341,72,24421647.88,Normal,3.07
INVT002859,PO002859,P0030,WH006,12-03-2026,719,13,6,726,258,168,55069285.26,Normal,3.5
INVT002860,PO002860,P0104,WH006,06-01-2025,686,260,268,678,297,48,15923860.56,Normal,3.27
INVT002861,PO002861,P0154,WH007,19-07-2025,251,612,583,280,404,23,9101618.4,Reorder,4.86
INVT002862,PO002862,P0219,WH006,05-03-2025,366,155,110,411,311,33,32864727.24,Normal,1.98
INVT002863,PO002863,P0167,WH010,12-03-2026,1052,140,57,1135,451,169,18537932.3,Normal,3.92
INVT002864,PO002864,P0270,WH007,20-04-2025,294,254,240,308,429,112,21876165.08,Reorder,5.34
INVT002865,PO002865,P0056,WH006,01-02-2025,1584,352,18,1918,455,211,86879013.06,Normal,9.24
INVT002866,PO002866,P0217,WH010,31-01-2025,570,120,80,610,394,47,38421130.6,Normal,2.11
INVT002867,PO002867,P0190,WH008,01-05-2026,186,403,413,176,238,85,12454175.36,Reorder,0.87
INVT002868,PO002868,P0208,WH009,28-07-2026,588,489,213,864,159,116,29949609.6,Overstock,3.23
INVT002869,PO002869,P0183,WH010,23-05-2026,1079,878,505,1452,482,121,87695384.04,Normal,5.02
INVT002870,PO002870,P0234,WH005,06-09-2025,565,998,690,873,150,113,19091741.76,Overstock,3.76
INVT002871,PO002871,P0279,WH008,30-06-2025,370,859,1177,52,138,52,3718777.4,Reorder,0.26
INVT002872,PO002872,P0015,WH006,28-06-2026,548,587,399,736,340,128,61423880.96,Normal,3.54
INVT002873,PO002873,P0224,WH005,28-10-2025,560,464,17,1007,187,112,32815350.68,Overstock,4.33
INVT002874,PO002874,P0251,WH007,27-07-2026,716,434,413,737,184,38,25759248.13,Normal,12.78
INVT002875,PO002875,P0037,WH006,17-11-2025,667,460,55,1072,344,50,34761711.84,Normal,5.16
INVT002876,PO002876,P0200,WH009,16-09-2025,1381,820,55,2146,422,173,189009636.7,Overstock,8.02
INVT002877,PO002877,P0045,WH005,11-11-2025,1442,68,66,1444,388,79,71699899.48,Normal,6.21
INVT002878,PO002878,P0005,WH005,02-07-2026,54,527,114,467,145,104,15256941.37,Normal,2.01
INVT002879,PO002879,P0252,WH006,30-05-2025,674,859,561,972,413,213,1010957.76,Normal,4.68
INVT002880,PO002880,P0114,WH006,13-05-2025,86,683,465,304,70,236,19621713.44,Normal,1.46
INVT002881,PO002881,P0106,WH008,01-01-2026,453,538,622,369,213,184,5911464.87,Normal,1.81
INVT002882,PO002882,P0170,WH007,30-04-2026,365,799,484,680,210,177,43590271.2,Normal,11.79
INVT002883,PO002883,P0053,WH010,21-03-2025,131,548,254,425,53,166,15910865.25,Overstock,1.47
INVT002884,PO002884,P0232,WH006,07-04-2025,380,253,119,514,293,69,19184135.08,Normal,2.48
INVT002885,PO002885,P0132,WH007,22-11-2025,1,672,458,215,62,174,6418171.4,Normal,3.73
INVT002886,PO002886,P0298,WH005,10-05-2025,833,723,488,1068,432,66,15646680.6,Normal,4.6
INVT002887,PO002887,P0019,WH006,15-05-2026,1606,651,892,1365,417,37,59180312.1,Normal,6.57
INVT002888,PO002888,P0118,WH007,03-10-2025,375,792,77,1090,460,187,82721517,Normal,18.9
INVT002889,PO002889,P0131,WH006,01-10-2025,1103,319,339,1083,393,68,26811235.35,Normal,5.22
INVT002890,PO002890,P0269,WH006,16-01-2026,92,766,330,528,252,243,44749705.44,Normal,2.54
INVT002891,PO002891,P0039,WH009,17-11-2025,99,756,806,49,67,207,822452.75,Reorder,0.18
INVT002892,PO002892,P0248,WH008,11-01-2026,304,818,97,1025,444,184,78335276.5,Normal,5.04
INVT002893,PO002893,P0094,WH010,21-07-2026,824,739,421,1142,216,65,31514826.14,Overstock,3.94
INVT002894,PO002894,P0170,WH005,17-06-2025,276,887,1254,0,210,177,0,Stockout,0
INVT002895,PO002895,P0061,WH006,07-01-2026,673,587,749,511,232,52,20756104.6,Normal,2.46
INVT002896,PO002896,P0065,WH007,27-06-2025,1081,110,39,1152,390,19,50406912,Normal,19.98
INVT002897,PO002897,P0074,WH007,27-01-2025,3,38,11,30,87,78,1668530.7,Reorder,0.52
INVT002898,PO002898,P0074,WH009,31-03-2025,214,606,221,599,87,78,28362452.33,Overstock,2.24
INVT002899,PO002899,P0091,WH008,29-12-2025,657,701,844,514,382,83,17023577.2,Normal,2.53
INVT002900,PO002900,P0087,WH009,21-06-2026,393,145,99,439,237,242,37969276.82,Normal,1.64
INVT002901,PO002901,P0005,WH006,26-02-2025,96,252,37,311,145,104,11169736.05,Normal,1.5
INVT002902,PO002902,P0024,WH006,21-08-2025,820,846,1208,458,413,147,13310208.22,Normal,2.21
INVT002903,PO002903,P0120,WH006,19-05-2026,628,512,742,398,236,214,31032227.16,Normal,1.92
INVT002904,PO002904,P0227,WH007,10-07-2025,250,221,307,164,109,237,4275147.08,Normal,2.84
INVT002905,PO002905,P0164,WH009,05-04-2025,1168,473,528,1113,419,83,88662503.79,Normal,4.16
INVT002906,PO002906,P0226,WH010,17-02-2026,88,200,271,17,229,114,159425.15,Reorder,0.06
INVT002907,PO002907,P0070,WH005,04-08-2025,431,767,608,590,306,185,41544112.5,Normal,2.54
INVT002908,PO002908,P0163,WH009,26-04-2025,289,448,471,266,201,83,14423171.7,Normal,0.99
INVT002909,PO002909,P0053,WH010,26-05-2026,132,397,6,523,53,166,18323676.33,Overstock,1.81
INVT002910,PO002910,P0199,WH007,09-04-2026,769,248,66,951,325,187,54058624.98,Normal,16.49
INVT002911,PO002911,P0058,WH007,25-02-2025,799,106,118,787,459,191,5653713.56,Normal,13.65
INVT002912,PO002912,P0252,WH008,16-01-2026,818,86,113,791,413,213,900830.35,Normal,3.89
INVT002913,PO002913,P0268,WH008,25-04-2026,568,339,86,821,208,247,17267272,Normal,4.04
INVT002914,PO002914,P0003,WH007,28-01-2025,229,687,622,294,234,143,23302260.66,Normal,5.1
INVT002915,PO002915,P0250,WH007,05-06-2026,1385,395,22,1758,485,23,100900638.5,Normal,30.48
INVT002916,PO002916,P0031,WH007,04-03-2025,1257,259,302,1214,378,181,17765930.94,Normal,21.05
INVT002917,PO002917,P0230,WH007,30-07-2026,526,911,15,1422,346,159,76648231.62,Normal,24.66
INVT002918,PO002918,P0051,WH009,18-01-2026,1196,562,800,958,387,133,4848083.54,Normal,3.58
INVT002919,PO002919,P0150,WH008,03-04-2026,264,915,300,879,80,75,61350139.02,Overstock,4.32
INVT002920,PO002920,P0242,WH009,22-01-2025,796,803,977,622,228,88,6686792.34,Normal,2.32
INVT002921,PO002921,P0241,WH009,23-11-2025,477,429,407,499,252,138,14324368.85,Normal,1.87
INVT002922,PO002922,P0177,WH008,03-06-2026,1785,870,1167,1488,450,112,86106601.92,Normal,7.32
INVT002923,PO002923,P0027,WH005,27-07-2025,136,766,1121,0,495,214,0,Stockout,0
INVT002924,PO002924,P0001,WH010,17-02-2025,579,912,1080,411,364,114,18359028.87,Normal,1.42
INVT002925,PO002925,P0120,WH008,04-07-2026,463,32,45,450,236,214,35515921.5,Normal,2.21
INVT002926,PO002926,P0225,WH010,28-09-2025,754,144,8,890,347,132,59387305.9,Normal,3.07
INVT002927,PO002927,P0149,WH010,16-11-2025,1035,92,51,1076,487,100,55535415.84,Normal,3.72
INVT002928,PO002928,P0108,WH007,15-02-2025,704,843,24,1523,217,213,60101448.42,Overstock,26.41
INVT002929,PO002929,P0210,WH008,22-03-2026,433,126,159,400,136,236,29855076,Normal,1.97
INVT002930,PO002930,P0188,WH006,17-04-2026,33,330,295,68,324,165,125660.6,Reorder,0.33
INVT002931,PO002931,P0140,WH010,21-03-2026,787,768,244,1311,462,58,87234464.4,Normal,4.53
INVT002932,PO002932,P0016,WH008,18-01-2025,3,751,993,0,38,195,0,Stockout,0
INVT002933,PO002933,P0265,WH007,20-04-2025,253,757,942,68,167,227,2074237.32,Reorder,1.18
INVT002934,PO002934,P0300,WH005,05-06-2026,125,673,907,0,213,163,0,Stockout,0
INVT002935,PO002935,P0144,WH005,09-04-2026,172,207,224,155,391,246,7175725,Reorder,0.67
INVT002936,PO002936,P0191,WH007,11-11-2025,1106,421,108,1419,429,204,117814532.6,Normal,24.61
INVT002937,PO002937,P0024,WH008,13-08-2025,409,547,558,398,413,147,10195231.68,Reorder,1.96
INVT002938,PO002938,P0272,WH007,02-02-2026,118,898,1257,0,133,17,0,Stockout,0
INVT002939,PO002939,P0233,WH006,25-03-2026,208,836,42,1002,59,136,39688478.52,Overstock,4.83
INVT002940,PO002940,P0204,WH008,30-05-2025,794,807,425,1176,309,156,90534971.52,Normal,5.78
INVT002941,PO002941,P0297,WH010,31-03-2026,49,846,689,206,364,12,5519411.56,Reorder,0.71
INVT002942,PO002942,P0041,WH005,08-02-2025,776,233,133,876,372,143,29299090.2,Normal,3.77
INVT002943,PO002943,P0021,WH005,10-08-2025,500,804,295,1009,254,131,29751918.86,Normal,4.34
INVT002944,PO002944,P0044,WH010,10-04-2025,551,482,723,310,177,19,17656105.8,Normal,1.07
INVT002945,PO002945,P0289,WH008,11-03-2025,43,211,153,101,22,220,3357083.45,Normal,0.5
INVT002946,PO002946,P0011,WH010,05-08-2025,457,959,194,1222,348,26,75256430.08,Normal,4.22
INVT002947,PO002947,P0086,WH010,04-03-2025,1357,268,2,1623,442,229,74698185.48,Normal,5.61
INVT002948,PO002948,P0091,WH008,08-03-2025,863,642,734,771,382,83,23989456.83,Normal,3.79
INVT002949,PO002949,P0064,WH010,23-05-2025,200,651,740,111,499,106,9217941.72,Reorder,0.38
INVT002950,PO002950,P0206,WH009,10-05-2026,1263,169,213,1219,441,100,95271371.65,Normal,4.56
INVT002951,PO002951,P0097,WH009,18-05-2025,587,881,914,554,197,84,42766428.88,Normal,2.07
INVT002952,PO002952,P0223,WH008,04-01-2026,542,943,249,1236,362,20,2793421.8,Normal,6.08
INVT002953,PO002953,P0213,WH007,03-10-2025,38,432,612,0,76,205,0,Stockout,0
INVT002954,PO002954,P0179,WH009,01-03-2026,277,906,720,463,128,245,3615127.15,Normal,1.73
INVT002955,PO002955,P0277,WH007,10-01-2025,102,639,571,170,33,25,13137821,Overstock,2.95
INVT002956,PO002956,P0118,WH006,12-01-2026,160,188,187,161,460,187,12260330.32,Reorder,0.78
INVT002957,PO002957,P0289,WH008,24-02-2026,83,371,332,122,22,220,4656842.48,Overstock,0.6
INVT002958,PO002958,P0191,WH009,07-06-2026,810,307,107,1010,429,204,75042666.7,Normal,3.77
INVT002959,PO002959,P0113,WH008,04-05-2025,1,33,41,0,63,183,0,Stockout,0
INVT002960,PO002960,P0076,WH009,10-09-2025,892,988,1056,824,315,60,61081785.12,Normal,3.08
INVT002961,PO002961,P0122,WH008,04-11-2025,262,794,74,982,208,225,50339175.98,Normal,4.83
INVT002962,PO002962,P0086,WH006,26-01-2026,429,862,503,788,442,229,35130970.6,Normal,3.8
INVT002963,PO002963,P0010,WH005,28-06-2026,999,747,291,1455,380,29,12882919.2,Normal,6.26
INVT002964,PO002964,P0188,WH006,21-10-2025,180,693,461,412,324,165,869682.56,Normal,1.98
INVT002965,PO002965,P0242,WH005,12-12-2025,447,603,6,1044,228,88,11590227,Normal,4.49
INVT002966,PO002966,P0193,WH006,20-12-2025,1527,278,256,1549,470,163,41816044.99,Normal,7.46
INVT002967,PO002967,P0123,WH010,20-06-2026,89,476,333,232,308,180,10720733.92,Reorder,0.8
INVT002968,PO002968,P0065,WH007,31-03-2025,256,266,283,239,390,19,10322204.46,Reorder,4.14
INVT002969,PO002969,P0028,WH005,19-04-2026,12,284,240,56,29,232,835540.16,Normal,0.24
INVT002970,PO002970,P0234,WH010,29-08-2025,152,904,1181,0,150,113,0,Stockout,0
INVT002971,PO002971,P0136,WH010,11-09-2025,1163,897,723,1337,441,74,52115992.6,Normal,4.62
INVT002972,PO002972,P0109,WH010,24-04-2026,970,363,113,1220,373,189,74764406,Normal,4.21
INVT002973,PO002973,P0282,WH006,07-04-2025,658,637,612,683,246,248,26871740.27,Normal,3.29
INVT002974,PO002974,P0216,WH006,10-07-2025,815,709,1044,480,430,35,22811880,Normal,2.31
INVT002975,PO002975,P0025,WH007,15-03-2025,1609,619,158,2070,417,19,27214186.5,Normal,35.89
INVT002976,PO002976,P0126,WH010,27-03-2026,37,508,521,24,226,14,1434093.36,Reorder,0.08
INVT002977,PO002977,P0065,WH007,17-08-2025,1350,232,28,1554,390,19,63435336.72,Normal,26.95
INVT002978,PO002978,P0090,WH006,10-11-2025,274,758,519,513,76,160,42353695.53,Overstock,2.47
INVT002979,PO002979,P0292,WH010,13-01-2026,1002,195,278,919,355,98,55397071.87,Normal,3.17
INVT002980,PO002980,P0138,WH009,22-11-2025,392,580,574,398,183,201,24281402.9,Normal,1.49
INVT002981,PO002981,P0292,WH006,05-08-2025,1154,593,127,1620,355,98,97861964.4,Normal,7.8
INVT002982,PO002982,P0004,WH009,08-01-2026,350,237,33,554,310,85,37936163.82,Normal,2.07
INVT002983,PO002983,P0057,WH005,12-01-2026,37,209,291,0,45,53,0,Stockout,0
INVT002984,PO002984,P0051,WH008,24-01-2025,1145,287,99,1333,387,133,7602338.94,Normal,6.55
INVT002985,PO002985,P0223,WH007,02-04-2026,201,426,601,26,362,20,59900.1,Reorder,0.45
INVT002986,PO002986,P0151,WH010,05-05-2026,1202,797,970,1029,390,115,6722395.26,Normal,3.55
INVT002987,PO002987,P0202,WH006,29-12-2025,988,178,189,977,297,174,27896066.06,Normal,4.71
INVT002988,PO002988,P0209,WH007,15-12-2025,436,308,137,607,236,35,52470743.18,Normal,10.53
INVT002989,PO002989,P0119,WH006,17-01-2025,206,967,1104,69,226,66,162400.47,Reorder,0.33
INVT002990,PO002990,P0225,WH009,28-12-2025,1126,430,259,1297,347,132,98318319.77,Normal,4.85
INVT002991,PO002991,P0147,WH010,22-12-2025,817,276,386,707,335,66,56539398.02,Normal,2.44
INVT002992,PO002992,P0074,WH006,19-04-2025,123,802,303,622,87,78,33345650.14,Overstock,3
INVT002993,PO002993,P0239,WH009,27-04-2025,623,421,508,536,338,96,28576041.36,Normal,2
INVT002994,PO002994,P0255,WH007,10-09-2025,366,719,526,559,163,172,29603303.99,Normal,9.69
INVT002995,PO002995,P0292,WH010,05-05-2026,568,897,788,677,355,98,39909386.95,Normal,2.34
INVT002996,PO002996,P0007,WH006,13-12-2025,487,713,369,831,194,82,48898350.18,Normal,4
INVT002997,PO002997,P0245,WH010,15-06-2025,40,189,95,134,190,168,6498348.76,Reorder,0.46
INVT002998,PO002998,P0181,WH005,29-10-2025,116,302,286,132,31,180,436963.56,Normal,0.57
INVT002999,PO002999,P0098,WH008,10-04-2025,54,384,91,347,256,35,6667025.51,Normal,1.71
INVT003000,PO003000,P0112,WH010,03-06-2025,565,407,244,728,439,184,15793144.64,Normal,2.51
INVT003001,PO003001,P0237,WH008,28-10-2025,609,444,185,868,290,24,22306506.32,Normal,4.27
INVT003002,PO003002,P0130,WH006,08-04-2025,301,76,54,323,173,58,8600075.26,Normal,1.56
INVT003003,PO003003,P0009,WH007,08-01-2025,888,24,13,899,435,127,36603836.83,Normal,15.59
INVT003004,PO003004,P0102,WH007,13-01-2026,398,769,321,846,209,117,44444288.52,Normal,14.67
INVT003005,PO003005,P0181,WH007,26-02-2026,21,458,364,115,31,180,374591.8,Normal,1.99
INVT003006,PO003006,P0234,WH006,21-10-2025,581,218,124,675,150,113,15935676.75,Normal,3.25
INVT003007,PO003007,P0196,WH005,25-03-2026,678,718,992,404,236,215,26036422.36,Normal,1.74
INVT003008,PO003008,P0168,WH007,23-04-2025,567,179,176,570,156,80,46380729,Normal,9.88
INVT003009,PO003009,P0052,WH010,21-03-2025,723,49,49,723,402,58,12133660.74,Normal,2.5
INVT003010,PO003010,P0166,WH008,26-05-2025,331,23,8,346,209,166,6535061.16,Normal,1.7
INVT003011,PO003011,P0154,WH008,31-01-2026,316,527,710,133,404,23,4414191.53,Reorder,0.65
INVT003012,PO003012,P0071,WH009,05-03-2026,1122,987,729,1380,368,103,47552136.6,Normal,5.16
INVT003013,PO003013,P0187,WH009,09-03-2026,48,248,182,114,114,24,4160182.62,Normal,0.43
INVT003014,PO003014,P0110,WH005,24-12-2025,485,332,184,633,228,116,12477537.75,Normal,2.72
INVT003015,PO003015,P0192,WH005,26-09-2025,549,277,368,458,215,162,19675858.62,Normal,1.97
INVT003016,PO003016,P0139,WH008,13-07-2025,112,850,693,269,42,232,18969320.48,Overstock,1.32
INVT003017,PO003017,P0059,WH007,06-01-2026,700,352,84,968,460,48,55980824.24,Normal,16.79
INVT003018,PO003018,P0198,WH007,22-03-2026,133,139,184,88,38,223,6655439.12,Normal,1.53
INVT003019,PO003019,P0166,WH007,30-07-2025,477,533,648,362,209,166,7137369.38,Normal,6.28
INVT003020,PO003020,P0120,WH007,08-07-2025,804,236,92,948,236,214,76254721.56,Normal,16.44
INVT003021,PO003021,P0250,WH006,17-04-2025,1757,325,294,1788,485,23,114133582.8,Normal,8.61
INVT003022,PO003022,P0137,WH008,01-09-2025,5,415,197,223,180,28,3672294.87,Normal,1.1
INVT003023,PO003023,P0102,WH007,06-02-2026,253,601,158,696,209,117,39583942.08,Normal,12.07
INVT003024,PO003024,P0029,WH010,22-05-2026,180,359,163,376,236,45,21232069.52,Normal,1.3
INVT003025,PO003025,P0206,WH009,17-01-2025,62,656,339,379,441,100,30714250.96,Reorder,1.42
INVT003026,PO003026,P0091,WH009,26-08-2025,769,698,254,1213,382,83,43274090.38,Normal,4.53
INVT003027,PO003027,P0095,WH006,17-04-2026,457,839,1129,167,393,151,4056286.38,Reorder,0.8
INVT003028,PO003028,P0245,WH007,09-02-2026,436,371,426,381,190,168,17824311.57,Normal,6.61
INVT003029,PO003029,P0011,WH010,07-04-2026,156,719,51,824,348,26,49316647.2,Normal,2.85
INVT003030,PO003030,P0225,WH009,24-06-2025,1253,248,50,1451,347,132,106464135.9,Normal,5.42
INVT003031,PO003031,P0292,WH006,15-07-2025,430,974,1193,211,355,98,12696557.86,Reorder,1.02
INVT003032,PO003032,P0158,WH010,19-02-2026,1137,372,386,1123,298,222,37144437.84,Normal,3.88
INVT003033,PO003033,P0214,WH006,14-06-2026,105,697,578,224,124,156,5782958.72,Normal,1.08
INVT003034,PO003034,P0227,WH010,02-09-2025,203,220,25,398,109,237,11823270.58,Normal,1.37
INVT003035,PO003035,P0013,WH005,31-03-2025,1618,407,30,1995,440,231,33671749.65,Normal,8.59
INVT003036,PO003036,P0247,WH009,24-08-2025,1014,858,1047,825,303,118,24652270.5,Normal,3.08
INVT003037,PO003037,P0230,WH006,11-09-2025,327,60,85,302,346,159,15034786.12,Reorder,1.45
INVT003038,PO003038,P0036,WH008,10-06-2025,1301,14,8,1307,499,189,102101206.3,Normal,6.43
INVT003039,PO003039,P0104,WH007,30-03-2026,178,682,974,0,297,48,0,Stockout,0
INVT003040,PO003040,P0072,WH008,12-07-2025,884,634,89,1429,290,216,9095170.59,Normal,7.03
INVT003041,PO003041,P0059,WH005,09-04-2025,77,209,26,260,460,48,16828598.8,Reorder,1.12
INVT003042,PO003042,P0257,WH006,16-02-2026,1000,424,586,838,336,211,56635115.46,Normal,4.04
INVT003043,PO003043,P0152,WH008,19-06-2026,338,787,336,789,360,101,22917270.33,Normal,3.88
INVT003044,PO003044,P0103,WH010,31-05-2025,464,408,314,558,161,185,11564650.44,Normal,1.93
INVT003045,PO003045,P0083,WH005,29-04-2026,1523,855,31,2347,435,180,132459727.8,Overstock,10.1
INVT003046,PO003046,P0160,WH006,09-12-2025,17,412,140,289,173,173,12398261.84,Normal,1.39
INVT003047,PO003047,P0116,WH008,04-08-2025,81,176,21,236,51,95,17822085.16,Normal,1.16
INVT003048,PO003048,P0060,WH007,26-07-2025,796,799,430,1165,311,48,5722911.05,Normal,20.2
INVT003049,PO003049,P0266,WH008,05-05-2026,277,522,320,479,470,103,34765364.95,Normal,2.36
INVT003050,PO003050,P0016,WH005,07-02-2025,58,218,213,63,38,195,5548389.21,Normal,0.27
INVT003051,PO003051,P0149,WH006,09-06-2026,394,433,546,281,487,100,14009004.91,Reorder,1.35
INVT003052,PO003052,P0234,WH008,01-04-2025,70,661,631,100,150,113,2484299,Reorder,0.49
INVT003053,PO003053,P0287,WH009,13-04-2025,1015,935,1382,568,254,99,45597154.24,Normal,2.12
INVT003054,PO003054,P0083,WH008,21-04-2026,787,670,194,1263,435,180,64884818.91,Normal,6.21
INVT003055,PO003055,P0036,WH009,16-09-2025,826,46,63,809,499,189,67320481.96,Normal,3.02
INVT003056,PO003056,P0292,WH007,02-03-2025,303,297,190,410,355,98,24580381.5,Normal,7.11
INVT003057,PO003057,P0270,WH008,22-12-2025,1343,154,91,1406,429,112,108002972.6,Normal,6.91
INVT003058,PO003058,P0161,WH009,18-05-2026,5,520,129,396,40,242,20054671.56,Overstock,1.48
INVT003059,PO003059,P0141,WH006,04-05-2026,464,460,92,832,230,103,20735295.36,Normal,4.01
INVT003060,PO003060,P0280,WH008,01-06-2026,663,967,852,778,269,158,27715300.84,Normal,3.83
INVT003061,PO003061,P0258,WH008,19-06-2025,711,33,16,728,331,246,20762276.08,Normal,3.58
INVT003062,PO003062,P0252,WH010,15-09-2025,365,857,408,814,413,213,879282.8,Normal,2.81
INVT003063,PO003063,P0106,WH008,05-01-2025,737,444,109,1072,213,184,18147459.2,Overstock,5.27
INVT003064,PO003064,P0128,WH010,24-02-2026,137,594,575,156,404,136,5094323.52,Reorder,0.54
INVT003065,PO003065,P0181,WH007,03-07-2025,24,28,27,25,31,180,75956.25,Reorder,0.43
INVT003066,PO003066,P0229,WH007,26-01-2025,88,360,295,153,220,105,1051801.56,Reorder,2.65
INVT003067,PO003067,P0079,WH008,06-02-2025,128,862,1252,0,63,108,0,Stockout,0
INVT003068,PO003068,P0133,WH009,31-03-2026,140,912,1028,24,118,125,1689690.72,Reorder,0.09
INVT003069,PO003069,P0218,WH006,06-04-2025,95,917,552,460,52,176,23328568.8,Overstock,2.22
INVT003070,PO003070,P0186,WH005,06-06-2026,5,731,731,5,147,34,303190.8,Reorder,0.02
INVT003071,PO003071,P0197,WH009,01-11-2025,859,350,134,1075,223,17,23645775.25,Normal,4.02
INVT003072,PO003072,P0199,WH008,01-03-2025,1175,324,427,1072,325,187,64204663.52,Normal,5.27
INVT003073,PO003073,P0090,WH005,11-12-2025,31,307,272,66,76,160,4863233.76,Reorder,0.28
INVT003074,PO003074,P0192,WH007,02-05-2025,806,650,974,482,215,162,22154137.08,Normal,8.36
INVT003075,PO003075,P0047,WH010,17-12-2025,290,239,264,265,224,237,22752115.6,Normal,0.92
INVT003076,PO003076,P0094,WH006,21-05-2026,796,477,161,1112,216,65,26729055.04,Overstock,5.36
INVT003077,PO003077,P0008,WH005,15-01-2026,79,690,728,41,81,100,2548769.92,Reorder,0.18
INVT003078,PO003078,P0205,WH008,26-02-2025,1588,713,45,2256,480,72,54593801.28,Normal,11.09
INVT003079,PO003079,P0152,WH007,31-10-2025,1117,823,901,1039,360,101,29815829.74,Normal,18.02
INVT003080,PO003080,P0237,WH008,06-12-2025,679,250,375,554,290,24,15226845.12,Normal,2.72
INVT003081,PO003081,P0244,WH005,14-11-2025,158,356,516,0,54,42,0,Stockout,0
INVT003082,PO003082,P0062,WH010,04-08-2026,239,915,912,242,299,57,15319427.64,Reorder,0.84
INVT003083,PO003083,P0143,WH010,15-07-2025,26,342,414,0,36,230,0,Stockout,0
INVT003084,PO003084,P0085,WH010,09-03-2026,561,354,426,489,306,81,31776789.69,Normal,1.69
INVT003085,PO003085,P0012,WH007,03-08-2026,196,923,1289,0,307,35,0,Stockout,0
INVT003086,PO003086,P0276,WH006,26-05-2026,3,426,125,304,382,193,23104936.32,Reorder,1.46
INVT003087,PO003087,P0264,WH007,29-11-2025,494,207,132,569,126,166,7418883.74,Normal,9.87
INVT003088,PO003088,P0134,WH008,11-10-2025,66,825,711,180,245,14,2829567.6,Reorder,0.89
INVT003089,PO003089,P0210,WH009,25-06-2026,250,596,188,658,136,236,45181168.62,Normal,2.46
INVT003090,PO003090,P0263,WH007,08-03-2025,256,31,2,285,72,247,22665494.25,Normal,4.94
INVT003091,PO003091,P0120,WH008,07-10-2025,459,114,147,426,236,214,35670304.86,Normal,2.09
INVT003092,PO003092,P0234,WH007,24-10-2025,321,540,384,477,150,113,10423618.65,Normal,8.27
INVT003093,PO003093,P0218,WH009,21-06-2026,181,522,233,470,52,176,21922506.1,Overstock,1.76
INVT003094,PO003094,P0111,WH010,01-10-2025,19,392,153,258,40,62,3291435,Overstock,0.89
INVT003095,PO003095,P0117,WH005,12-10-2025,1467,452,505,1414,490,224,67913373.64,Normal,6.09
INVT003096,PO003096,P0150,WH010,05-04-2025,27,939,1182,0,80,75,0,Stockout,0
INVT003097,PO003097,P0195,WH005,29-07-2025,54,514,441,127,97,205,7833752.43,Normal,0.55
INVT003098,PO003098,P0140,WH010,29-07-2026,1011,430,41,1400,462,58,97167196,Normal,4.84
INVT003099,PO003099,P0013,WH006,06-06-2025,1572,812,907,1477,440,231,21626101.07,Normal,7.11
INVT003100,PO003100,P0147,WH009,26-07-2026,1267,910,252,1925,335,66,142563940.8,Overstock,7.19
INVT003101,PO003101,P0066,WH010,25-09-2025,955,570,351,1174,379,91,56580225.6,Normal,4.06
INVT003102,PO003102,P0191,WH007,30-06-2026,1031,321,57,1295,429,204,108490684.1,Normal,22.46
INVT003103,PO003103,P0053,WH009,05-01-2026,51,439,382,108,53,166,3745037.16,Normal,0.4
INVT003104,PO003104,P0112,WH009,12-05-2025,827,771,761,837,439,184,18776111.31,Normal,3.13
INVT003105,PO003105,P0207,WH009,12-03-2025,105,840,624,321,32,142,11127795.63,Overstock,1.2
INVT003106,PO003106,P0009,WH005,30-06-2025,460,447,636,271,435,127,13094009.98,Reorder,1.17
INVT003107,PO003107,P0005,WH010,15-01-2025,343,524,200,667,145,104,21908495.44,Normal,2.3
INVT003108,PO003108,P0248,WH007,04-01-2026,192,751,173,770,444,184,66068102.1,Normal,13.35
INVT003109,PO003109,P0147,WH006,04-08-2025,1311,652,555,1408,335,66,107869189.1,Normal,6.78
INVT003110,PO003110,P0240,WH005,02-04-2025,1206,300,235,1271,378,29,98441580.97,Normal,5.47
INVT003111,PO003111,P0022,WH007,01-03-2026,1377,699,468,1608,356,116,105389204.4,Normal,27.88
INVT003112,PO003112,P0121,WH010,01-02-2026,67,898,511,454,119,200,8269183.24,Normal,1.57
INVT003113,PO003113,P0240,WH008,19-12-2025,1361,229,5,1585,378,29,137322862.6,Normal,7.79
INVT003114,PO003114,P0001,WH009,10-08-2025,1250,705,27,1928,364,114,92249517.28,Overstock,7.21
INVT003115,PO003115,P0097,WH009,19-04-2026,239,722,284,677,197,84,46557256.15,Normal,2.53
INVT003116,PO003116,P0283,WH008,12-02-2026,966,945,164,1747,321,33,88468149.88,Overstock,8.59
INVT003117,PO003117,P0095,WH006,15-07-2025,1515,586,664,1437,393,151,40360472.94,Normal,6.92
INVT003118,PO003118,P0104,WH009,26-02-2026,186,857,457,586,297,48,13592949.76,Normal,2.19
INVT003119,PO003119,P0145,WH008,27-05-2026,99,885,471,513,30,79,32663607.75,Overstock,2.52
